|     src_pathname     |             src_function             |     access     |     dst_pathname     |             dst_function             | bitwiseAndExpr |                        bitwiseAndExprLiteral                        |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 64                                                     |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 4                                                       |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 32768                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 16384                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 64                                                      |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_get_next_poll_time             | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | cxda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_tdte_poll                      | status         | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | s->csr[43] & 32768                                                  |
| hw/net/pcnet.c       | pcnet_tmd_store                      | tbadr          | hw/net/pcnet.c       | pcnet_tmd_store                      | ... & ...      | tmd->tbadr & 16777215                                               |
| hw/net/pcnet.c       | pcnet_tmd_store                      | status         | hw/net/pcnet.c       | pcnet_tmd_store                      | ... & ...      | tmd->status & 65280                                                 |
| hw/net/pcnet.c       | pcnet_rmd_store                      | rbadr          | hw/net/pcnet.c       | pcnet_rmd_store                      | ... & ...      | rmd->rbadr & 16777215                                               |
| hw/net/pcnet.c       | pcnet_rmd_store                      | status         | hw/net/pcnet.c       | pcnet_rmd_store                      | ... & ...      | rmd->status & 65280                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 31                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 29                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 16 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 30                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 28                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 17                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 16 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 16 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 18 | 1 << 17 | 1 << 16 | 1 << 27                       |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | ldub_p(ip+Unknown) & 15                                             |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 18                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 27                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 >> 16 & 1 << 12 - 1                                           |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 16 | 1 << 17                                           |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 16                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw0 & 1 << 17                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | ones_complement_sum                  | ... & ...      | result & 65535                                                      |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 17                                                     |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 16 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | txdw1 & 1 << 16 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | ldub_p(ip+Unknown) & 15                                             |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | ones_complement_sum                  | ... & ...      | result & 65535                                                      |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | ldub_p(ip+Unknown) & 15                                             |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | ones_complement_sum                  | ... & ...      | result & 65535                                                      |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | ... & ...      | ldub_p(ip+Unknown) & 15                                             |
| hw/net/rtl8139.c     | rtl8139_cplus_transmit_one           | val            | hw/net/rtl8139.c     | ones_complement_sum                  | ... & ...      | result & 65535                                                      |
| hw/net/rtl8139.c     | rtl8139_do_receive                   | val            | hw/net/rtl8139.c     | rtl8139_do_receive                   | ... & ...      | rxdw0 & 1 << 13 - 1                                                 |
| hw/net/rtl8139.c     | rtl8139_do_receive                   | val            | hw/net/rtl8139.c     | rtl8139_do_receive                   | ... & ...      | rxdw0 & 1 << 31                                                     |
| hw/net/rtl8139.c     | rtl8139_do_receive                   | val            | hw/net/rtl8139.c     | rtl8139_do_receive                   | ... & ...      | rxdw0 & 1 << 30                                                     |
| hw/scsi/megasas.c    | megasas_init_firmware                | rq_entries     | hw/scsi/megasas.c    | megasas_init_firmware                | ... & ...      | le32_to_cpu(initq->rq_entries) & 65535                              |
| hw/scsi/megasas.c    | megasas_init_firmware                | flags          | hw/scsi/megasas.c    | megasas_init_firmware                | ... & ...      | flags & 2                                                           |
| hw/scsi/megasas.c    | megasas_map_sgl                      | flags          | hw/scsi/megasas.c    | megasas_frame_is_ieee_sgl            | ... & ...      | cmd->flags & Unknown                                                |
| hw/scsi/megasas.c    | megasas_map_sgl                      | flags          | hw/scsi/megasas.c    | megasas_frame_is_sgl64               | ... & ...      | cmd->flags & Unknown                                                |
| hw/scsi/megasas.c    | megasas_map_sgl                      | flags          | hw/scsi/megasas.c    | megasas_frame_is_sense64             | ... & ...      | cmd->flags & Unknown                                                |
| hw/scsi/megasas.c    | megasas_map_dcmd                     | flags          | hw/scsi/megasas.c    | megasas_frame_is_ieee_sgl            | ... & ...      | cmd->flags & Unknown                                                |
| hw/scsi/megasas.c    | megasas_map_dcmd                     | flags          | hw/scsi/megasas.c    | megasas_frame_is_sgl64               | ... & ...      | cmd->flags & Unknown                                                |
| hw/scsi/megasas.c    | megasas_dcmd_ld_get_info             | mbox           | hw/scsi/megasas.c    | megasas_ld_get_info_submit           | ... & ...      | lun & 255                                                           |
| hw/scsi/megasas.c    | megasas_dcmd_pd_get_info             | mbox           | hw/scsi/megasas.c    | megasas_pd_get_info_submit           | ... & ...      | lun & 255                                                           |
| hw/scsi/megasas.c    | megasas_dcmd_pd_get_info             | mbox           | hw/scsi/megasas.c    | megasas_dcmd_pd_get_info             | ... & ...      | pd_id >> 8 & 255                                                    |
| hw/scsi/megasas.c    | megasas_dcmd_pd_get_info             | mbox           | hw/scsi/megasas.c    | megasas_dcmd_pd_get_info             | ... & ...      | pd_id & 255                                                         |
| hw/sd/sdhci.c        | sdhci_sdma_transfer_single_block     | fifo_buffer    | hw/sd/sdhci.c        | usdhc_read                           | ... & ...      | sdhci_read(opaque) & ~1 << 3                                        |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 0                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 4 | 1 << 5                                         |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 2                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | extract64(adma2) & ~3                                               |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | adma1 & 4294963200                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma2          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | dscr->attr & 1 << 4 | 1 << 5                                        |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 0                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 4 | 1 << 5                                         |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 2                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | extract64(adma2) & ~3                                               |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | adma1 & 4294963200                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | adma1          | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | dscr->attr & 1 << 4 | 1 << 5                                        |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 0                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 4 | 1 << 5                                         |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 2                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | attr           | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | dscr->attr & 1 << 4 | 1 << 5                                        |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 0                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 4 | 1 << 5                                         |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 2                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | extract64(adma2) & ~3                                               |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | adma1 & 4294963200                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | length         | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | dscr->attr & 1 << 4 | 1 << 5                                        |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 0                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 4 | 1 << 5                                         |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 2                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | sdhci_do_adma                        | ... & ...      | dscr.attr & 1 << 1                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | extract64(adma2) & ~3                                               |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | adma1 & 4294963200                                                  |
| hw/sd/sdhci.c        | get_adma_description                 | addr           | hw/sd/sdhci.c        | get_adma_description                 | ... & ...      | dscr->attr & 1 << 4 | 1 << 5                                        |
| hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | epchar         | hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | ... & ...      | qh.epchar & 1 << 15                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | next           | hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | ... & ...      | entry & 4294967264                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | next           | hw/usb/hcd-ehci.c    | ehci_state_waitlisthead              | ... & ...      | entry & 4294967264                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | epcap          | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.epcap & 3221225472                                            |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | epchar         | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.epchar & 127                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | epchar         | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.epchar & 1 << 15                                              |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.token & 1 << 6                                                |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.token & 1 << 7                                                |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | ... & ...      | q->qh.current_qtd & 1                                               |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqh                   | current_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchsitd                 | results        | hw/usb/hcd-ehci.c    | ehci_state_fetchsitd                 | ... & ...      | sitd.results & 1 << 7                                               |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | token          | hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | ... & ...      | q->qh.token & 2147418112                                            |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | ... & ...      | q->qh.altnext_qtd & 1                                               |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | altnext_qtd    | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | ... & ...      | q->qh.next_qtd & 1                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | q->qtdaddr & 4294967264                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 28672                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 3072                                                   |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 768                                                    |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 15                                                |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 7                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 6                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 4                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_advqueue                  | next_qtd       | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 1 << 3                                                 |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | ... & ...      | qtd.token & 1 << 7                                                  |
| hw/usb/hcd-ehci.c    | ehci_state_fetchqtd                  | token          | hw/usb/hcd-ehci.c    | ehci_trace_qtd                       | ... & ...      | qtd->token & 2147418112                                             |
