|     src_pathname     |             src_function             |     access     |     dst_pathname     |             dst_function             | bitwiseAndExpr |                        bitwiseAndExprLiteral                        |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4]                                         |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4] & 277                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 72                                     |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] & 128                                                     |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 1280                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 2                                                       |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 2                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 1                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 64                                                     |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 32768                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 16384                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 32                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_get_next_poll_time             | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | crda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nrda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nnrd & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | cxda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | tlen           | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | s->csr[43] & 32768                                                  |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3]                                              |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3] & 24320                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4]                                         |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4] & 277                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 72                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] & 128                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 1280                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 2                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 2                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 1                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 64                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 32768                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 16384                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 32                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_get_next_poll_time             | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | crda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nrda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nnrd & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | cxda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | s->csr[43] & 32768                                                  |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3]                                              |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3] & 24320                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4]                                         |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4] & 277                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 72                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] & 128                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 1280                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 2                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 2                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 1                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 64                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 32768                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 16384                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 32                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_get_next_poll_time             | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | crda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nrda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nnrd & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | cxda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | s->csr[43] & 32768                                                  |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[0] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll_timer                     | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3]                                              |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & ~s->csr[3] & 24320                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4]                                         |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] >> 1 & ~s->csr[4] & 277                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 72                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[4] & 128                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[0] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5]                                          |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_update_irq                     | ... & ...      | s->csr[5] >> 1 & s->csr[5] & 1280                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 2                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_csr_writew                     | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_init                           | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 2                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_start                          | ... & ...      | s->csr[15] & 1                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 64                                                     |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 4                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[15] & 4                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 32768                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[5] & 16384                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_transmit                       | ... & ...      | s->csr[3] & 64                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 32                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 8                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[0] & 16                                                      |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_poll                           | ... & ...      | s->csr[4] & 4096                                                    |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_get_next_poll_time             | ... & ...      | s->csr[5] & 1                                                       |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | crda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nrda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | nnrd & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_rdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | cxda & 65535                                                        |
| hw/net/pcnet.c       | pcnet_init                           | ladrf          | hw/net/pcnet.c       | pcnet_tdte_poll                      | ... & ...      | 65280 & s->csr[2]                                                   |
